sID,schoolname,level,eType,address,city,region,lati,longi
B000011355,단국대학교부속소프트웨어고등학교,고등학교,사립,서울특별시 강남구 도곡로64길 21,서울특별시교육청,서울특별시강남서초교육지원청,37.49562483,127.0576122
B000008405,남서울중학교,중학교,공립,서울특별시 관악구 남부순환로172길 97,서울특별시교육청,서울특별시동작관악교육지원청,37.4817951,126.9214593
B000008365,봉은중학교,중학교,공립,서울특별시 강남구 영동대로128길 59,서울특별시교육청,서울특별시강남서초교육지원청,37.51910487,127.0627595
B000003396,대전대화초등학교,초등학교,공립,대전광역시 대덕구 대화로 242-36,대전광역시교육청,대전광역시동부교육지원청,36.36281021,127.4110049
B000023141,도담고등학교,고등학교,공립,세종특별자치시  보듬4로 41,세종특별자치시교육청,세종특별자치시교육청,36.51387216,127.2639169
B000003430,가수원초등학교,초등학교,공립,대전광역시 서구 벌곡로 1359,대전광역시교육청,대전광역시서부교육지원청,36.30248937,127.35328
B000001876,서울중화초등학교,초등학교,공립,서울특별시 중랑구 신내로7가길 22,서울특별시교육청,서울특별시동부교육지원청,37.60300324,127.0946485
B000008924,금호중앙중학교,중학교,사립,광주광역시 북구 금호로 100,광주광역시교육청,광주광역시동부교육지원청,35.17779883,126.8852718
B000011103,월산중학교,중학교,공립,경상남도 김해시 월산로 104,경상남도교육청,경상남도김해교육지원청,35.20485642,128.8031292
B000003476,대전하기초등학교,초등학교,공립,대전광역시 유성구 송림로19번길 32,대전광역시교육청,대전광역시서부교육지원청,36.38854558,127.321529
B000002058,서울상월초등학교,초등학교,공립,서울특별시 노원구 동일로221길 27,서울특별시교육청,서울특별시북부교육지원청,37.65848709,127.0571716
B000008184,선유중학교,중학교,공립,서울특별시 영등포구 선유로 213,서울특별시교육청,서울특별시남부교육지원청,37.53284324,126.8943293
B000001868,서울중목초등학교,초등학교,공립,서울특별시 중랑구 동일로 665,서울특별시교육청,서울특별시동부교육지원청,37.58997982,127.0793361
B000012028,독산고등학교,고등학교,공립,서울특별시 금천구 문성로 64,서울특별시교육청,서울특별시남부교육지원청,37.476199,126.9109732
B000005742,연봉초등학교,초등학교,공립,세종특별자치시  연서면 당산로 357-1,세종특별자치시교육청,세종특별자치시교육청,36.56392345,127.2822546
B000005745,연남초등학교,초등학교,공립,세종특별자치시  연기면 연기길 2,세종특별자치시교육청,세종특별자치시교육청,36.54344607,127.2781964
B000005744,수왕초등학교,초등학교,공립,세종특별자치시  연기면 눌왕길 8-45,세종특별자치시교육청,세종특별자치시교육청,36.54389406,127.2524928
B000010586,산이중학교,중학교,공립,전라남도 해남군 산이면 비석길 98-2,전라남도교육청,전라남도해남교육지원청,34.64518504,126.448975
B000009470,광남중학교,중학교,공립,경기도 광명시 광명로 785,경기도교육청,경기도광명교육지원청,37.47054524,126.8477212
B000013346,김해임호고등학교,고등학교,공립,경상남도 김해시 분성로3번길 77,경상남도교육청,경상남도김해교육지원청,35.23803636,128.8521631
B000008256,방산중학교,중학교,공립,서울특별시 송파구 오금로29길 31,서울특별시교육청,서울특별시강동송파교육지원청,37.5090712,127.1217525
B000011200,하동중앙중학교,중학교,공립,경상남도 하동군 하동읍 연화길 77,경상남도교육청,경상남도하동교육지원청,35.07709986,127.7492041
B000003402,신탄진초등학교,초등학교,공립,대전광역시 대덕구 석봉로3번길 50,대전광역시교육청,대전광역시동부교육지원청,36.44904263,127.4224192
B000002008,서울영림초등학교,초등학교,공립,서울특별시 영등포구 시흥대로173길 14,서울특별시교육청,서울특별시남부교육지원청,37.4872977,126.9025393
B000002469,서천초등학교,초등학교,공립,부산광역시 사하구 감천로105번길 10,부산광역시교육청,부산광역시서부교육지원청,35.08859678,129.0038498
B000002848,대구관천초등학교,초등학교,공립,대구광역시 북구 구암로22길 17,대구광역시교육청,대구광역시서부교육지원청,35.93053458,128.5518975
B000003352,산내초등학교,초등학교,공립,대전광역시 동구 산내로 1292,대전광역시교육청,대전광역시동부교육지원청,36.27910453,127.4694593
B000002125,서울평화초등학교,초등학교,공립,서울특별시 송파구 송파대로26길 22,서울특별시교육청,서울특별시강동송파교육지원청,37.49162927,127.1223566
B000003362,대전성남초등학교,초등학교,공립,대전광역시 동구 성남로32번길 5,대전광역시교육청,대전광역시동부교육지원청,36.34318037,127.4292008
B000012076,방산고등학교,고등학교,공립,서울특별시 송파구 오금로27길 18,서울특별시교육청,서울특별시강동송파교육지원청,37.50831315,127.120799
B000008269,세륜중학교,중학교,공립,서울특별시 송파구 양재대로72길 41,서울특별시교육청,서울특별시강동송파교육지원청,37.50849606,127.1314098
B000003292,진남초등학교,초등학교,공립,광주광역시 남구 효우로60번길 12,광주광역시교육청,광주광역시서부교육지원청,35.10891738,126.9025323
B000008068,의귀초등학교,초등학교,공립,제주특별자치도 서귀포시 남원읍 한신로 213,제주특별자치도교육청,제주특별자치도서귀포시교육지원청,33.31070308,126.7139884
B000022613,거제장평중학교,중학교,공립,경상남도 거제시 장평4로 40,경상남도교육청,경상남도거제교육지원청,34.88636155,128.6062553
B000022983,연무여자중학교,중학교,사립,충청남도 논산시 연무읍 동안로887번길 5,충청남도교육청,충청남도논산계룡교육지원청,36.13467435,127.1038318
B000002721,기장초등학교,초등학교,공립,부산광역시 기장군 기장읍 읍내로 69,부산광역시교육청,부산광역시해운대교육지원청,35.24595438,129.212225
B000012154,성일여자고등학교,고등학교,사립,부산광역시 사하구 다대로 161,부산광역시교육청,부산광역시서부교육지원청,35.08881392,128.9790734
B000007661,칠산초등학교,초등학교,공립,경상남도 김해시 칠산로413번길 16-2,경상남도교육청,경상남도김해교육지원청,35.20966332,128.8519631
B000007938,북상초등학교,초등학교,공립,경상남도 거창군 북상면 송계로 731-18,경상남도교육청,경상남도거창교육지원청,35.77968978,127.8169387
B000013479,대영고등학교,고등학교,공립,서울특별시 영등포구 도림로86길 16,서울특별시교육청,서울특별시남부교육지원청,37.50342297,126.9059721
B000002754,대구아양초등학교,초등학교,공립,대구광역시 동구 아양로 221,대구광역시교육청,대구광역시동부교육지원청,35.88703836,128.6373809
B000009024,가수원중학교,중학교,공립,대전광역시 서구 가수원로 26,대전광역시교육청,대전광역시서부교육지원청,36.29797265,127.3544214
B000008657,동원중학교,중학교,공립,대구광역시 수성구 효행로2길 81,대구광역시교육청,대구광역시동부교육지원청,35.87553859,128.6507539
B000002213,서울양동초등학교,초등학교,공립,서울특별시 양천구 오목로23길 24,서울특별시교육청,서울특별시강서양천교육지원청,37.52600601,126.8511587
B000011810,한국과학영재학교,고등학교,국립,부산광역시 부산진구 백양관문로 105-47 (당감동. 한국과학영재학교),부산광역시교육청,부산광역시남부교육지원청,35.16563755,129.0265261
B000012208,대구남산고등학교,고등학교,사립,대구광역시 수성구 신천동로 364,대구광역시교육청,대구광역시동부교육지원청,35.85788537,128.6093016
B000026354,고헌중학교,중학교,공립,울산광역시 북구 박상진2로 81,울산광역시교육청,울산광역시강북교육지원청,35.5975672,129.3637263
B000002653,서감초등학교,초등학교,공립,부산광역시 사상구 괘감로 64,부산광역시교육청,부산광역시북부교육지원청,35.15728802,128.9822978
B000011816,부일외국어고등학교,고등학교,사립,부산광역시 사하구 감천로73번길 36,부산광역시교육청,부산광역시서부교육지원청,35.09131792,129.0015624
B000011104,율하중학교,중학교,공립,경상남도 김해시 율하1로 39,경상남도교육청,경상남도김해교육지원청,35.17473289,128.8079042
B000012153,삼성여자고등학교,고등학교,사립,부산광역시 사하구 감천로43번길 45,부산광역시교육청,부산광역시서부교육지원청,35.09411242,128.9985278
B000007846,좌삼초등학교,초등학교,공립,경상남도 양산시 상북면 수서로 275-16,경상남도교육청,경상남도양산교육지원청,35.44048628,129.0436708
B000011160,영산중학교,중학교,공립,경상남도 창녕군 영산면 영산계성로 87,경상남도교육청,경상남도창녕교육지원청,35.45981956,128.523952
B000007805,유어초등학교,초등학교,공립,경상남도 창녕군 유어면 마수원길 39,경상남도교육청,경상남도창녕교육지원청,35.50887408,128.4109906
B000002310,서울동작초등학교,초등학교,공립,서울특별시 동작구 동작대로29길 214,서울특별시교육청,서울특별시동작관악교육지원청,37.49410161,126.9768411
B000012048,서울문영여자고등학교,고등학교,사립,서울특별시 관악구 관악로 85,서울특별시교육청,서울특별시동작관악교육지원청,37.47345338,126.9510607
B000002198,서울갈산초등학교,초등학교,공립,서울특별시 양천구 목동로 31,서울특별시교육청,서울특별시강서양천교육지원청,37.51174342,126.8699978
B000002049,서울태랑초등학교,초등학교,공립,서울특별시 노원구 화랑로51나길 31,서울특별시교육청,서울특별시북부교육지원청,37.62637772,127.0907213
B000002065,서울한천초등학교,초등학교,공립,서울특별시 노원구 마들로 45,서울특별시교육청,서울특별시북부교육지원청,37.62015506,127.0688927
B000002467,괴정초등학교,초등학교,공립,부산광역시 사하구 낙동대로 152,부산광역시교육청,부산광역시서부교육지원청,35.103589,128.9996516
B000003436,대전관저초등학교,초등학교,공립,대전광역시 서구 관저동로 161,대전광역시교육청,대전광역시서부교육지원청,36.30625118,127.3398212
B000026788,대구국우초등학교,초등학교,공립,대구광역시 북구 도남중앙로10길 45,대구광역시교육청,대구광역시서부교육지원청,35.95579156,128.5856952
B000007725,무안초등학교,초등학교,공립,경상남도 밀양시 무안면 사명로 531,경상남도교육청,경상남도밀양교육지원청,35.47275121,128.651293
B000012181,영신고등학교,고등학교,사립,대구광역시 동구 팔공로50길 32,대구광역시교육청,대구광역시동부교육지원청,35.91893236,128.6458576
B000009788,상장중학교,중학교,공립,강원특별자치도 태백시 태백로 1221,강원특별자치도교육청,강원특별자치도태백교육지원청,37.14999292,128.9925732
B000005015,맹방초등학교,초등학교,공립,강원특별자치도 삼척시 근덕면 삼척로 3884-4,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.39860927,129.2134913
B000009803,미로중학교,중학교,공립,강원특별자치도 삼척시 미로면 강원남부로 3907,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.41078465,129.1043317
B000002295,서울신구초등학교,초등학교,공립,서울특별시 강남구 압구정로18길 28,서울특별시교육청,서울특별시강남서초교육지원청,37.52318884,127.0242775
B000007934,거창초등학교,초등학교,공립,경상남도 거창군 거창읍 아림로 48,경상남도교육청,경상남도거창교육지원청,35.68771507,127.9110098
B000008561,동래여자중학교,중학교,사립,부산광역시 금정구 체육공원로 20,부산광역시교육청,부산광역시동래교육지원청,35.24602298,129.096671
B000003295,유안초등학교,초등학교,공립,광주광역시 남구 봉선로175번길 16,광주광역시교육청,광주광역시서부교육지원청,35.12533927,126.9144592
B000001877,서울봉화초등학교,초등학교,공립,서울특별시 중랑구 신내로15길 110,서울특별시교육청,서울특별시동부교육지원청,37.61331383,127.0921725
B000002770,영신초등학교,초등학교,사립,대구광역시 동구 팔공로50길 32,대구광역시교육청,대구광역시동부교육지원청,35.91956207,128.6457809
B000005687,서령초등학교,초등학교,공립,충청남도 서산시 남부순환로 749,충청남도교육청,충청남도서산교육지원청,36.74401718,126.4475791
B000008630,동아중학교,중학교,사립,부산광역시 수영구 호암로 55,부산광역시교육청,부산광역시해운대교육지원청,35.15700619,129.1072124
B000004967,통리초등학교,초등학교,공립,강원특별자치도 태백시 통골2길 9,강원특별자치도교육청,강원특별자치도태백교육지원청,37.16636719,129.0355798
B000004270,광명남초등학교,초등학교,공립,경기도 광명시 광명로 866-9,경기도교육청,경기도광명교육지원청,37.47552515,126.8538613
B000004274,광명동초등학교,초등학교,공립,경기도 광명시 연서일로 25,경기도교육청,경기도광명교육지원청,37.48346267,126.8632584
B000002460,청학초등학교,초등학교,공립,부산광역시 영도구 청학로 49,부산광역시교육청,부산광역시서부교육지원청,35.09311976,129.0590798
B000012386,중일고등학교,고등학교,사립,대전 유성구 배울2로 68,대전광역시교육청,대전광역시서부교육지원청,36.42033071,127.3889971
B000008650,영신중학교,중학교,사립,대구광역시 동구 팔공로50길 32,대구광역시교육청,대구광역시동부교육지원청,35.9191744,128.6458335
B000011387,부일전자디자인고등학교,고등학교,사립,부산광역시 사하구 감천로73번길 36,부산광역시교육청,부산광역시서부교육지원청,35.09094108,129.0015844
B000011335,서울영상고등학교,고등학교,사립,서울특별시 양천구 목동로11길 46,서울특별시교육청,서울특별시강서양천교육지원청,37.52325879,126.8600333
B000003459,대전교촌초등학교,초등학교,공립,대전광역시 유성구 진잠로149번길 42,대전광역시교육청,대전광역시서부교육지원청,36.30567575,127.316438
B000011079,김해중학교,중학교,공립,경상남도 김해시 호계로 456,경상남도교육청,경상남도김해교육지원청,35.23164274,128.8850429
B000008672,신명여자중학교,중학교,사립,대구광역시 수성구 신천동로 364,대구광역시교육청,대구광역시동부교육지원청,35.8577093,128.6092931
B000002738,대구명덕초등학교,초등학교,공립,대구광역시 중구 남산로2길 125,대구광역시교육청,대구광역시동부교육지원청,35.85812077,128.5896383
B000012788,황지고등학교,고등학교,공립,강원특별자치도 태백시 번영로 179,강원특별자치도교육청,강원특별자치도태백교육지원청,37.16035783,128.9850789
B000002202,서울양원초등학교,초등학교,공립,서울특별시 양천구 화곡로 16,서울특별시교육청,서울특별시강서양천교육지원청,37.53865393,126.8234816
B000002433,보수초등학교,초등학교,공립,부산광역시 중구 흑교로 74,부산광역시교육청,부산광역시서부교육지원청,35.105905,129.024219
B000009849,계촌중학교,중학교,공립,강원특별자치도 평창군 방림면 계촌길 139,강원특별자치도교육청,강원특별자치도평창교육지원청,37.45285812,128.3083929
B000004990,상평초등학교,초등학교,공립,강원특별자치도 양양군 서면 물윗구미길 25,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.07337312,128.5863074
B000002306,서울강남초등학교,초등학교,공립,서울특별시 동작구 강남초등길 15,서울특별시교육청,서울특별시동작관악교육지원청,37.50619275,126.9532007
B000007684,계동초등학교,초등학교,공립,경상남도 김해시 계동로 96,경상남도교육청,경상남도김해교육지원청,35.18469922,128.7952843
B000009017,신탄진중학교,중학교,사립,대전광역시 대덕구 석봉로 15,대전광역시교육청,대전광역시동부교육지원청,36.44769258,127.4225722
B000012182,대구동부고등학교,고등학교,사립,대구광역시 동구 반야월북로 199,대구광역시교육청,대구광역시동부교육지원청,35.87431335,128.7192847
B000011767,밀성제일고등학교,고등학교,사립,경상남도 밀양시 밀양대로 2078,경상남도교육청,경상남도밀양교육지원청,35.50268135,128.7505941
B000007699,안명초등학교,초등학교,공립,경상남도 김해시 한림면 안하로 28,경상남도교육청,경상남도김해교육지원청,35.30432738,128.827998
B000003484,대전배울초등학교,초등학교,공립,대전광역시 유성구 배울2로 8,대전광역시교육청,대전광역시서부교육지원청,36.42187573,127.3838953
B000005004,상평초등학교공수전분교장,초등학교,공립,강원특별자치도 양양군 서면 구룡령로 2855,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.0417294,128.5573098
B000012612,광명고등학교,고등학교,공립,경기도 광명시 오리로876번길 17,경기도교육청,경기도광명교육지원청,37.47828906,126.8660271
B000008908,신광중학교,중학교,공립,광주광역시 북구 면앙로165번길 80,광주광역시교육청,광주광역시동부교육지원청,35.17909032,126.9317483
B000012835,양구여자고등학교,고등학교,공립,강원특별자치도 양구군 양구읍 박수근로 327,강원특별자치도교육청,강원특별자치도양구교육지원청,38.10160163,127.9816667
B000003174,양도초등학교,초등학교,공립,인천광역시 강화군 양도면 강화남로 1036,인천광역시교육청,인천광역시강화교육지원청,37.68897162,126.4195075
B000008385,남성중학교,중학교,공립,서울특별시 동작구 남부순환로269길 166,서울특별시교육청,서울특별시동작관악교육지원청,37.47868496,126.972489
B000004087,서해초등학교,초등학교,공립,경기도 시흥시 정왕대로53번길 14,경기도교육청,경기도시흥교육지원청,37.35595942,126.7247256
B000008031,고산초등학교,초등학교,공립,제주특별자치도 제주시 한경면 고산로1길 16,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.30424908,126.1775575
B000025226,인천송일초등학교,초등학교,공립,인천광역시 연수구 컨벤시아대로252번길 15,인천광역시교육청,인천광역시동부교육지원청,37.38397294,126.6356143
B000025193,인천만월초등학교,초등학교,공립,인천광역시 남동구 선수촌로 28,인천광역시교육청,인천광역시동부교육지원청,37.44152837,126.7156816
B000009263,대안여자중학교,중학교,공립,경기도 안양시 동안구 흥안대로223번길 46,경기도교육청,경기도안양과천교육지원청,37.37687925,126.9654634
B000009058,대전하기중학교,중학교,공립,대전광역시 유성구 송림로48번길 6-30,대전광역시교육청,대전광역시서부교육지원청,36.385688,127.3220449
B000026215,목감고등학교,고등학교,공립,경기도 시흥시 목감둘레로 150,경기도교육청,경기도시흥교육지원청,37.37213649,126.8573801
B000008529,남천중학교,중학교,공립,부산광역시 남구 황령대로492번길 71,부산광역시교육청,부산광역시남부교육지원청,35.13633995,129.1050912
B000012085,정신여자고등학교,고등학교,사립,서울특별시 송파구 올림픽로4길 16,서울특별시교육청,서울특별시강동송파교육지원청,37.50875542,127.0717962
B000008913,문화중학교,중학교,공립,광주광역시 북구 면앙로 111,광주광역시교육청,광주광역시동부교육지원청,35.17836889,126.9238378
B000011367,부산영상예술고등학교,고등학교,공립,부산광역시 영도구 영상길 100,부산광역시교육청,부산광역시서부교육지원청,35.0847953,129.0451593
B000003181,송해초등학교,초등학교,공립,인천광역시 강화군 송해면 전망대로 93-12,인천광역시교육청,인천광역시강화교육지원청,37.77057545,126.4593163
B000008281,정신여자중학교,중학교,사립,서울특별시 송파구 올림픽로4길 16,서울특별시교육청,서울특별시강동송파교육지원청,37.50903739,127.0735391
B000008521,덕명여자중학교,중학교,사립,부산광역시 부산진구 봉수로 13,부산광역시교육청,부산광역시남부교육지원청,35.15193007,129.0702874
B000013532,대전여자고등학교,고등학교,공립,대전광역시 동구 용운로1번길 28-37,대전광역시교육청,대전광역시동부교육지원청,36.32952208,127.4468118
B000002823,대구서변초등학교조야분교장,초등학교,공립,대구광역시 북구 조야로8길 16,대구광역시교육청,대구광역시서부교육지원청,35.90946373,128.5772836
B000008551,남산중학교,중학교,공립,부산광역시 금정구 금단로 114,부산광역시교육청,부산광역시동래교육지원청,35.25946305,129.0936509
B000002580,남산초등학교,초등학교,공립,부산광역시 금정구 금강로 614,부산광역시교육청,부산광역시동래교육지원청,35.26257097,129.088889
B000013375,양산제일고등학교,고등학교,사립,경상남도 양산시 회현1길 36,경상남도교육청,경상남도양산교육지원청,35.34468307,129.0242554
B000025289,서울송례초등학교,초등학교,공립,서울특별시 송파구 위례순환로 439,서울특별시교육청,서울특별시강동송파교육지원청,37.47773418,127.1385039
B000025291,송례중학교,중학교,공립,서울특별시 송파구 위례순환로 429,서울특별시교육청,서울특별시강동송파교육지원청,37.47769454,127.1397415
B000008697,관천중학교,중학교,공립,대구광역시 북구 구암로22길 7,대구광역시교육청,대구광역시서부교육지원청,35.93105255,128.552468
B000010205,송산중학교,중학교,공립,충청남도 당진시 송산면 도문로 48,충청남도교육청,충청남도당진교육지원청,36.93540954,126.6867303
B000009391,시화중학교,중학교,공립,경기도 시흥시 큰솔로52번길 23,경기도교육청,경기도시흥교육지원청,37.3408208,126.7559823
B000011099,관동중학교,중학교,공립,경상남도 김해시 덕정로 77,경상남도교육청,경상남도김해교육지원청,35.18016669,128.7927184
B000013258,영양여자고등학교,고등학교,사립,경북 영양군 영양읍 영양창수로 141,경상북도교육청,경상북도영양교육지원청,36.66166725,129.1300539
B000002850,대구태전초등학교,초등학교,공립,대구광역시 북구 칠곡중앙대로75길 16,대구광역시교육청,대구광역시서부교육지원청,35.93007447,128.5460016
B000012960,대흥고등학교,고등학교,사립,충청남도 예산군 대흥면 예당로 845,충청남도교육청,충청남도예산교육지원청,36.60489155,126.7918533
B000009073,성안중학교,중학교,공립,울산광역시 중구 성안2길 30,울산광역시교육청,울산광역시강북교육지원청,35.57278036,129.3176359
B000003499,성안초등학교,초등학교,공립,울산광역시 중구 함월14길 19,울산광역시교육청,울산광역시강북교육지원청,35.5766656,129.3120113
B000008486,다송중학교,중학교,공립,부산광역시 사하구 다송로 55,부산광역시교육청,부산광역시서부교육지원청,35.06372725,128.9843515
B000005840,합천초등학교,초등학교,공립,충청남도 청양군 화성면 무한로 88,충청남도교육청,충청남도청양교육지원청,36.42545512,126.7142977
B000010266,군산대성중학교,중학교,사립,전북특별자치도 군산시 임피면 임피향교길 44-6,전북특별자치도교육청,전북특별자치도군산교육지원청,35.98885821,126.8489417
B000002773,대구동문초등학교,초등학교,공립,대구광역시 수성구 효행로2길 111,대구광역시교육청,대구광역시동부교육지원청,35.87481761,128.6519587
B000005003,상평초등학교현서분교장,초등학교,공립,강원특별자치도 양양군 서면 구룡령로 2125,강원특별자치도교육청,강원특별자치도속초양양교육지원청,37.98772697,128.5297859
B000008343,원촌중학교,중학교,공립,서울특별시 서초구 사평대로45길 10,서울특별시교육청,서울특별시강남서초교육지원청,37.50588887,127.0140445
B000012197,경상여자고등학교,고등학교,사립,대구광역시 북구 침산남로9길 164,대구광역시교육청,대구광역시서부교육지원청,35.8994486,128.5879459
B000025605,일광초등학교,초등학교,공립,부산광역시 기장군 일광읍 해빛로 46,부산광역시교육청,부산광역시해운대교육지원청,35.26805964,129.2229034
B000004857,춘천삼육초등학교,초등학교,사립,강원특별자치도 춘천시 동면 방죽길 56-10,강원특별자치도교육청,강원특별자치도춘천교육지원청,37.91107706,127.7536795
B000009113,울산중앙중학교,중학교,공립,울산광역시 남구 중앙로63번길 5,울산광역시교육청,울산광역시강남교육지원청,35.52645094,129.3163849
B000025338,수완하나중학교,중학교,공립,광주광역시 광산구 수완로105번길 47,광주광역시교육청,광주광역시서부교육지원청,35.19406096,126.8274795
B000011088,경운중학교,중학교,공립,경상남도 김해시 우암로 62,경상남도교육청,경상남도김해교육지원청,35.23571345,128.86138
B000012401,무거고등학교,고등학교,공립,울산광역시 남구 대학로1번길 17-28,울산광역시교육청,울산광역시강남교육지원청,35.53677007,129.2503115
B000002594,거제초등학교,초등학교,공립,부산광역시 연제구 해맞이로 39,부산광역시교육청,부산광역시동래교육지원청,35.17780628,129.0667927
B000008733,성서중학교,중학교,공립,대구광역시 달서구 용산서로 63,대구광역시교육청,대구광역시남부교육지원청,35.85563706,128.5264907
B000001873,서울상봉초등학교,초등학교,공립,서울특별시 중랑구 동일로126가길 11,서울특별시교육청,서울특별시동부교육지원청,37.59809416,127.0836798
B000002069,서울원광초등학교,초등학교,공립,서울특별시 노원구 덕릉로76길 18,서울특별시교육청,서울특별시북부교육지원청,37.6540189,127.0748416
B000002068,서울월계초등학교,초등학교,공립,서울특별시 노원구 월계로45가길 10,서울특별시교육청,서울특별시북부교육지원청,37.62762424,127.0508421
B000013477,우신고등학교,고등학교,사립,서울특별시 구로구 부일로 917,서울특별시교육청,서울특별시남부교육지원청,37.49535636,126.8266741
B000012812,주천고등학교,고등학교,공립,강원특별자치도 영월군 주천면 주천로89번길 41,강원특별자치도교육청,강원특별자치도영월교육지원청,37.27542587,128.2627529
B000003451,대전신계초등학교,초등학교,공립,대전광역시 서구 복수동로 26,대전광역시교육청,대전광역시서부교육지원청,36.30195202,127.3780278
B000022940,강경상업고등학교,고등학교,공립,충청남도 논산시 강경읍 계백로 220,충청남도교육청,충청남도논산계룡교육지원청,36.16075385,127.0224722
B000005014,근덕초등학교,초등학교,공립,강원특별자치도 삼척시 근덕면 삼척로 3653,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.38053783,129.2248653
B000013367,거제고등학교,고등학교,사립,경상남도 거제시 아주로3길 61,경상남도교육청,경상남도거제교육지원청,34.86065979,128.6870801
B000011913,거제공업고등학교,고등학교,공립,경상남도 거제시 계룡로11길 63,경상남도교육청,경상남도거제교육지원청,34.88206751,128.614492
B000011393,부산소프트웨어마이스터고등학교,고등학교,공립,부산광역시 강서구 가락대로 1393,부산광역시교육청,부산광역시북부교육지원청,35.18841821,128.9034374
B000004276,광명광성초등학교,초등학교,공립,경기도 광명시 철산로 59,경기도교육청,경기도광명교육지원청,37.47829616,126.8728636
B000012550,성복고등학교,고등학교,공립,경기도 용인시 수지구 도마치로 92,경기도교육청,경기도용인교육지원청,37.32329129,127.0611228
B000011813,부산센텀여자고등학교,고등학교,사립,부산광역시 해운대구 해운대로469번길 50-1,부산광역시교육청,부산광역시해운대교육지원청,35.16566125,129.1447463
B000008641,불로중학교,중학교,공립,대구광역시 동구 방천로5길 8,대구광역시교육청,대구광역시동부교육지원청,35.89818744,128.6339889
B000008258,오륜중학교,중학교,공립,서울특별시 송파구 양재대로 1242,서울특별시교육청,서울특별시강동송파교육지원청,37.51606548,127.1387635
B000002791,대구범일초등학교,초등학교,공립,대구광역시 수성구 범안로4길 22,대구광역시교육청,대구광역시동부교육지원청,35.81655445,128.6396582
B000002789,대구복명초등학교,초등학교,공립,대구광역시 수성구 범안로20길 8,대구광역시교육청,대구광역시동부교육지원청,35.81772675,128.6477391
B000005919,안중초등학교,초등학교,공립,충청남도 태안군 안면읍 율포길 31,충청남도교육청,충청남도태안교육지원청,36.4737391,126.3718407
B000003415,대전중원초등학교,초등학교,공립,대전광역시 대덕구 중리로64번길 45,대전광역시교육청,대전광역시동부교육지원청,36.36521601,127.4270686
B000025444,용아초등학교,초등학교,공립,충청북도 청주시 상당구 중고개로142번길 32-15,충청북도교육청,충청북도청주교육지원청,36.61822602,127.5225275
B000011838,광주자동화설비공업고등학교,고등학교,공립,광주광역시 광산구 사암로92번길,광주광역시교육청,광주광역시서부교육지원청,35.14953342,126.813405
B000011362,부산디지털고등학교,고등학교,사립,부산광역시 중구 망양로 356,부산광역시교육청,부산광역시서부교육지원청,35.10871851,129.0321157
B000011565,김화공업고등학교,고등학교,공립,강원특별자치도 철원군 서면 와수1로 72,강원특별자치도교육청,강원특별자치도철원교육지원청,38.24294691,127.4349464
B000009871,석천중학교,중학교,공립,강원특별자치도 양구군 양구읍 박수근로 327,강원특별자치도교육청,강원특별자치도양구교육지원청,38.1015051,127.9816654
B000008631,기장중학교,중학교,공립,부산광역시 기장군 기장읍 읍내로 120,부산광역시교육청,부산광역시해운대교육지원청,35.24409183,129.2176895
B000009916,운호중학교,중학교,사립,충청북도 청주시 서원구 무심서로 375,충청북도교육청,충청북도청주교육지원청,36.62565381,127.4862797
B000013541,문현고등학교,고등학교,공립,울산광역시 동구 화잠7길 25,울산광역시교육청,울산광역시강북교육지원청,35.48250651,129.409024
B000010194,만리포중학교,중학교,공립,충청남도 태안군 소원면 소근로 63-12,충청남도교육청,충청남도태안교육지원청,36.76552125,126.1937792
B000022914,춘천여자고등학교,고등학교,공립,강원특별자치도 춘천시 동면 만천양지길 95,강원특별자치도교육청,강원특별자치도춘천교육지원청,37.88875712,127.7634081
B000023838,대전원신흥중학교,중학교,공립,대전광역시 유성구 동서대로735번길 20,대전광역시교육청,대전광역시서부교육지원청,36.33301958,127.3453452
B000008651,공산중학교,중학교,사립,대구광역시 동구 팔공로197길 26,대구광역시교육청,대구광역시동부교육지원청,35.95538352,128.6895367
B000011923,상명대학교사범대학부속여자고등학교,고등학교,사립,서울특별시 종로구 홍지문2길 20,서울특별시교육청,서울특별시중부교육지원청,37.60334127,126.9536925
B000005327,세성초등학교,초등학교,공립,충청북도 충주시 살미면 매남이길 31,충청북도교육청,충청북도충주교육지원청,36.90479486,127.9685039
B000007980,도리초등학교,초등학교,공립,제주특별자치도 제주시 도리로 129,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.50191801,126.4650303
B000002915,대구장산초등학교,초등학교,공립,대구광역시 달서구 장산로 30,대구광역시교육청,대구광역시남부교육지원청,35.85460734,128.5261512
B000004971,철암초등학교,초등학교,공립,강원특별자치도 태백시 동태백로 584,강원특별자치도교육청,강원특별자치도태백교육지원청,37.12223076,129.0422687
B000012123,사직여자고등학교,고등학교,사립,부산광역시 동래구 쇠미로27번길 21,부산광역시교육청,부산광역시동래교육지원청,35.19665821,129.0520547
