sID,schoolname,level,eType,address,city,region,lati,longi
B000002214,서울월촌초등학교,초등학교,공립,서울특별시 양천구 목동중앙로 132,서울특별시교육청,서울특별시강서양천교육지원청,37.54023674,126.8767678
B000002192,서울은정초등학교,초등학교,공립,서울특별시 양천구 목동남로 85,서울특별시교육청,서울특별시강서양천교육지원청,37.51125774,126.8673755
B000010995,창원상남중학교,중학교,공립,경상남도 창원시 성산구 동산로55번길 9,경상남도교육청,경상남도창원교육지원청,35.21474025,128.6852511
B000008678,중리중학교,중학교,공립,대구광역시 서구 국채보상로34길 63,대구광역시교육청,대구광역시서부교육지원청,35.86436971,128.5510114
B000012297,강화여자고등학교,고등학교,공립,인천광역시 강화군 강화읍 송악길 58,인천광역시교육청,인천광역시강화교육지원청,37.75418046,126.478545
B000009591,신능중학교,중학교,공립,경기도 고양시 덕양구 충장로 78,경기도교육청,경기도고양교육지원청,37.61956704,126.8347726
B000011746,한국산림과학고등학교,고등학교,공립,경상북도 봉화군 춘양면 서원촌길 8-14,경상북도교육청,경상북도봉화교육지원청,36.94740753,128.9143618
B000008267,방이중학교,중학교,공립,서울특별시 송파구 오금로11길 64,서울특별시교육청,서울특별시강동송파교육지원청,37.51451109,127.1130206
B000009672,율곡중학교,중학교,사립,경기도 파주시 법원읍 사임당로905번길 10,경기도교육청,경기도파주교육지원청,37.84899113,126.8815913
B000022493,거제상동초등학교,초등학교,공립,경상남도 거제시 상동5길 75-41,경상남도교육청,경상남도거제교육지원청,34.86151458,128.6342537
B000009679,어유중학교,중학교,공립,경기도 파주시 적성면 율곡로 2875,경기도교육청,경기도파주교육지원청,37.99370424,126.9876843
B000003977,용인한빛초등학교,초등학교,공립,경기도 용인시 수지구 동천로 153번길 23,경기도교육청,경기도용인교육지원청,37.33486293,127.0876996
B000022742,달산초등학교,초등학교,공립,부산광역시 기장군 정관읍 정관로 674,부산광역시교육청,부산광역시해운대교육지원청,35.31913155,129.187376
B000003190,삼산초등학교,초등학교,공립,인천광역시 강화군 삼산면 삼산북로 451,인천광역시교육청,인천광역시강화교육지원청,37.70349622,126.3223472
B000007430,노음초등학교,초등학교,공립,경상북도 울진군 근남면 노음6길 22,경상북도교육청,경상북도울진교육지원청,36.95842073,129.3914227
B000008549,학산여자중학교,중학교,사립,부산광역시 동래구 충렬사로51번길 61,부산광역시교육청,부산광역시동래교육지원청,35.2048715,129.09689
B000007832,덕계초등학교,초등학교,공립,경상남도 양산시 덕계로 92,경상남도교육청,경상남도양산교육지원청,35.37547028,129.1534309
B000010099,해미중학교,중학교,공립,충청남도 서산시 해미면 남문2로 93,충청남도교육청,충청남도서산교육지원청,36.71543176,126.5438408
B000003520,녹수초등학교,초등학교,공립,울산광역시 동구 봉수로 545,울산광역시교육청,울산광역시강북교육지원청,35.53051472,129.4289568
B000008230,서울대학교사범대학부설여자중학교,중학교,국립,서울특별시 종로구 대학로 64,서울특별시교육청,서울특별시중부교육지원청,37.57791267,127.003843
B000006832,금일동초등학교,초등학교,공립,전라남도 완도군 금일읍 월송1길 18-13,전라남도교육청,전라남도완도교육지원청,34.34026647,127.0557262
B000024049,대구유가초등학교,초등학교,공립,대구광역시 달성군 유가읍 테크노대로5길 34,대구광역시교육청,대구광역시달성교육지원청,35.6922735,128.4676639
B000008728,성산중학교,중학교,공립,대구광역시 달서구 선원남로 174,대구광역시교육청,대구광역시남부교육지원청,35.85647807,128.5186821
B000003514,주전초등학교,초등학교,공립,울산광역시 동구 동해안로 575,울산광역시교육청,울산광역시강북교육지원청,35.55800571,129.4569792
B000002858,대구서변초등학교,초등학교,공립,대구광역시 북구 호국로43길 35,대구광역시교육청,대구광역시서부교육지원청,35.92059525,128.5950136
B000003510,함월초등학교,초등학교,공립,울산광역시 중구 학성1길 25,울산광역시교육청,울산광역시강북교육지원청,35.55897757,129.3297601
B000004714,대성동초등학교,초등학교,공립,경기도 파주시 군내면 대성동길 150,경기도교육청,경기도파주교육지원청,37.94349566,126.6805051
B000012500,안양고등학교,고등학교,공립,경기도 안양시 만안구 삼봉로 46,경기도교육청,경기도안양과천교육지원청,37.40085475,126.9015663
B000026780,갈매중학교,중학교,공립,경기도 구리시 갈매순환로 121,경기도교육청,경기도구리남양주교육지원청,37.63089738,127.1200522
B000008545,사직중학교,중학교,공립,부산광역시 동래구 쇠미로51번길 30,부산광역시교육청,부산광역시동래교육지원청,35.1994721,129.0519304
B000008033,저청초등학교,초등학교,공립,제주특별자치도 제주시 한경면 중산간서로 3591,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.32654122,126.2518019
B000011354,서울로봇고등학교,고등학교,공립,서울특별시 강남구 광평로20길 63,서울특별시교육청,서울특별시강남서초교육지원청,37.48069615,127.0843315
B000012218,송현여자고등학교,고등학교,사립,대구광역시 달서구 송현로 156,대구광역시교육청,대구광역시남부교육지원청,35.83150384,128.545741
B000012319,광주인성고등학교,고등학교,사립,광주광역시 남구 서문대로 390,광주광역시교육청,광주광역시서부교육지원청,35.10283514,126.88091
B000011097,진영중학교,중학교,공립,경상남도 김해시 진영읍 장등로 29,경상남도교육청,경상남도김해교육지원청,35.30891958,128.7341308
B000003354,동명초등학교,초등학교,공립,대전광역시 동구 천개동로 16,대전광역시교육청,대전광역시동부교육지원청,36.37370826,127.4737335
B000003608,서생초등학교,초등학교,공립,울산광역시 울주군 서생면 신암해안길 58,울산광역시교육청,울산광역시강남교육지원청,35.34904705,129.3269821
B000002215,서울영도초등학교,초등학교,공립,서울특별시 양천구 목동중앙로 70,서울특별시교육청,서울특별시강서양천교육지원청,37.53596257,126.871927
B000008753,포산중학교,중학교,공립,대구광역시 달성군 유가읍 테크노북로6길 10,대구광역시교육청,대구광역시달성교육지원청,35.69621268,128.4600355
B000003536,매산초등학교,초등학교,공립,울산광역시 북구 매산로 53,울산광역시교육청,울산광역시강북교육지원청,35.64418712,129.3601539
B000002860,대구학정초등학교,초등학교,공립,대구광역시 북구 학남로 32,대구광역시교육청,대구광역시서부교육지원청,35.94834928,128.56912
B000007074,와룡초등학교,초등학교,공립,경상북도 안동시 와룡면 문화마을길 11,경상북도교육청,경상북도안동교육지원청,36.61929014,128.7685479
B000010091,서산중학교,중학교,공립,충청남도 서산시 덕지천로 90,충청남도교육청,충청남도서산교육지원청,36.76863463,126.4589572
B000003329,임곡초등학교,초등학교,공립,광주광역시 광산구 하림길 26,광주광역시교육청,광주광역시서부교육지원청,35.22046605,126.7467667
B000026490,전라중학교,중학교,공립,전북특별자치도 전주시 덕진구 세병로 196,전북특별자치도교육청,전북특별자치도자치도전주교육지원청,35.88008908,127.131387
B000002831,대구신암초등학교,초등학교,공립,대구광역시 북구 경대로 21,대구광역시교육청,대구광역시서부교육지원청,35.88365516,128.6125294
B000011812,부산기계공업고등학교,고등학교,국립,부산광역시 해운대구 해운대로 569,부산광역시교육청,부산광역시해운대교육지원청,35.16210158,129.154384
B000002885,대구월곡초등학교,초등학교,공립,대구광역시 달서구 상인로 40,대구광역시교육청,대구광역시남부교육지원청,35.81201699,128.5496001
B000025361,은빛초등학교,초등학교,공립,광주광역시 광산구 수완로33번길 11,광주광역시교육청,광주광역시서부교육지원청,35.18772659,126.8278849
B000002054,서울신상계초등학교,초등학교,공립,서울특별시 노원구 상계로 267,서울특별시교육청,서울특별시북부교육지원청,37.66814915,127.0755891
B000008945,봉선중학교,중학교,공립,광주광역시 남구 봉선중길 14,광주광역시교육청,광주광역시서부교육지원청,35.12953299,126.9124444
B000008964,금구중학교,중학교,공립,광주광역시 광산구 목련로153번길 76,광주광역시교육청,광주광역시서부교육지원청,35.17548481,126.8152964
B000002518,선암초등학교,초등학교,공립,부산광역시 부산진구 엄광로 412,부산광역시교육청,부산광역시남부교육지원청,35.14901723,129.0491815
B000002521,양성초등학교,초등학교,공립,부산광역시 부산진구 양성로 34,부산광역시교육청,부산광역시남부교육지원청,35.17006336,129.0661278
B000009394,논곡중학교,중학교,공립,경기도 시흥시 수인로2421번길 72,경기도교육청,경기도시흥교육지원청,37.38887267,126.8577719
B000024409,한솔초등학교,초등학교,공립,세종특별자치시  누리로 32,세종특별자치시교육청,세종특별자치시교육청,36.47727662,127.2528733
B000002217,서울우장초등학교,초등학교,공립,서울특별시 강서구 화곡로 263,서울특별시교육청,서울특별시강서양천교육지원청,37.54880324,126.8462805
B000008703,성광중학교,중학교,사립,대구광역시 북구 검단로 150,대구광역시교육청,대구광역시서부교육지원청,35.90850093,128.6239252
B000008895,운림중학교,중학교,공립,광주광역시 동구 의재로 137,광주광역시교육청,광주광역시동부교육지원청,35.13307877,126.9421596
B000009081,화진중학교,중학교,공립,울산광역시 동구 양지1길 45,울산광역시교육청,울산광역시강북교육지원청,35.4967329,129.4224713
B000011517,청담고등학교,고등학교,사립,경기도 평택시 팽성읍 팽성송화로 192,경기도교육청,경기도평택교육지원청,36.9627249,127.0614106
B000024422,화정초등학교,초등학교,공립,부산광역시 북구 의성로 23,부산광역시교육청,부산광역시북부교육지원청,35.21817515,129.0098487
B000002548,성천초등학교,초등학교,공립,부산광역시 남구 장고개로 64-41,부산광역시교육청,부산광역시남부교육지원청,35.13061711,129.0720667
B000012207,덕원고등학교,고등학교,사립,대구광역시 수성구 욱수길 37,대구광역시교육청,대구광역시동부교육지원청,35.82590907,128.7066277
B000004523,일산초등학교,초등학교,공립,경기도 고양시 일산서구 일중로15번길 38,경기도교육청,경기도고양교육지원청,37.68255475,126.7720689
B000005163,동송초등학교,초등학교,공립,강원특별자치도 철원군 동송읍 금학로187번길 16-13,강원특별자치도교육청,강원특별자치도철원교육지원청,38.2032322,127.2168501
B000003572,도산초등학교,초등학교,공립,울산광역시 남구 번영로54번길 25,울산광역시교육청,울산광역시강남교육지원청,35.53076398,129.3331542
B000002048,서울연촌초등학교,초등학교,공립,서울특별시 노원구 공릉로58길 36,서울특별시교육청,서울특별시북부교육지원청,37.63498895,127.0727394
B000003523,명덕초등학교,초등학교,공립,울산광역시 동구 진성14길 15,울산광역시교육청,울산광역시강북교육지원청,35.50601435,129.4242098
B000012531,상현고등학교,고등학교,공립,경기도 용인시 수지구 법조로 222,경기도교육청,경기도용인교육지원청,37.29885774,127.0743761
B000008043,하원초등학교,초등학교,공립,제주특별자치도 서귀포시 월평하원로 149,제주특별자치도교육청,제주특별자치도서귀포시교육지원청,33.25288417,126.4596362
B000022498,충주용산초등학교,초등학교,공립,충청북도 충주시 남산로 109,충청북도교육청,충청북도충주교육지원청,36.96262379,127.9443861
B000009814,두촌중학교,중학교,공립,강원특별자치도 홍천군 두촌면 증골길 61,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.87141819,128.0260443
B000002493,수정초등학교,초등학교,공립,부산광역시 동구 진성로 29,부산광역시교육청,부산광역시남부교육지원청,35.13151968,129.0462182
B000023137,세종국제고등학교,고등학교,공립,세종특별자치시  달빛1로 251,세종특별자치시교육청,세종특별자치시교육청,36.52152828,127.2469708
B000004774,운담초등학교,초등학교,공립,경기도 포천시 일동면 화동로 1239,경기도교육청,경기도포천교육지원청,37.97191847,127.3295571
B000007514,덕산초등학교,초등학교,공립,경상남도 창원시 진해구 덕산로46번길 15,경상남도교육청,경상남도창원교육지원청,35.14524853,128.7058528
B000010964,기성중학교,중학교,공립,경상북도 울진군 기성면 기성본길 58-5,경상북도교육청,경상북도울진교육지원청,36.79946824,129.4571813
B000007428,기성초등학교,초등학교,공립,경상북도 울진군 기성면 척산2길 24-5,경상북도교육청,경상북도울진교육지원청,36.7975846,129.4492083
B000002025,서울신방학초등학교,초등학교,공립,서울특별시 도봉구 시루봉로 173,서울특별시교육청,서울특별시북부교육지원청,37.66559481,127.0295856
B000007431,부구초등학교,초등학교,공립,경상북도 울진군 북면 울진북로 2081,경상북도교육청,경상북도울진교육지원청,37.1024962,129.3710278
B000002533,동항초등학교,초등학교,공립,부산광역시 남구 우암로 42,부산광역시교육청,부산광역시남부교육지원청,35.11429749,129.0825604
B000008474,부산영선중학교,중학교,공립,부산광역시 영도구 영상길 83,부산광역시교육청,부산광역시서부교육지원청,35.08546777,129.0446792
B000008482,사하중학교,중학교,공립,부산광역시 사하구 낙동대로302번길 35,부산광역시교육청,부산광역시서부교육지원청,35.10188381,128.9825619
B000002879,대구노전초등학교,초등학교,공립,대구광역시 달서구 한실로 43,대구광역시교육청,대구광역시남부교육지원청,35.80796466,128.5311582
B000009075,남외중학교,중학교,공립,울산광역시 중구 남외3길 50,울산광역시교육청,울산광역시강북교육지원청,35.56644838,129.3488175
B000002253,서울교육대학교부설초등학교,초등학교,국립,서울특별시 서초구 서초중앙로 96,서울특별시교육청,서울특별시강남서초교육지원청,37.49087951,127.0150822
B000002932,대구명곡초등학교,초등학교,공립,대구광역시 달성군 화원읍 명곡로 40,대구광역시교육청,대구광역시달성교육지원청,35.79642742,128.4962231
B000012961,태안고등학교,고등학교,공립,충청남도 태안군 태안읍 백화로 251,충청남도교육청,충청남도태안교육지원청,36.75413979,126.3171548
B000002835,대구경진초등학교,초등학교,공립,대구광역시 북구 경진로12길 5,대구광역시교육청,대구광역시서부교육지원청,35.89191188,128.6180822
B000011523,창의경영고등학교,고등학교,공립,경기도 광명시 기아로13번안길 9-9,경기도교육청,경기도광명교육지원청,37.43800289,126.8825678
B000012025,구일고등학교,고등학교,공립,서울특별시 구로구 구일로 90-51,서울특별시교육청,서울특별시남부교육지원청,37.49391478,126.8739452
B000002463,장림초등학교,초등학교,공립,부산광역시 사하구 장림번영로103번길 10,부산광역시교육청,부산광역시서부교육지원청,35.08193665,128.9762285
B000004491,백신초등학교,초등학교,공립,경기도 고양시 일산동구 강촌로26번길 66,경기도교육청,경기도고양교육지원청,37.64395106,126.7814417
B000002520,양정초등학교,초등학교,공립,부산광역시 부산진구 중앙대로941번길 24,부산광역시교육청,부산광역시남부교육지원청,35.17507294,129.0712023
B000007757,거제초등학교,초등학교,공립,경상남도 거제시 거제면 읍내로2길 20,경상남도교육청,경상남도거제교육지원청,34.85165504,128.5919708
B000009600,능곡중학교,중학교,공립,경기도 고양시 덕양구 행당로11번길 48,경기도교육청,경기도고양교육지원청,37.62267308,126.8263301
B000003555,장생포초등학교,초등학교,공립,울산광역시 남구 장생포고래로125번길 5,울산광역시교육청,울산광역시강남교육지원청,35.50354986,129.3677949
B000012099,남성여자고등학교,고등학교,사립,부산광역시 중구 샘길 14,부산광역시교육청,부산광역시서부교육지원청,35.10446354,129.0335352
B000011345,서서울생활과학고등학교,고등학교,사립,서울특별시 구로구 오리로 1355-10,서울특별시교육청,서울특별시남부교육지원청,37.50374092,126.8282007
B000007746,중곡초등학교,초등학교,공립,경상남도 거제시 중곡로 27,경상남도교육청,경상남도거제교육지원청,34.89523517,128.6294644
B000012963,태안여자고등학교,고등학교,사립,충청남도 태안군 태안읍 원이로 7-1,충청남도교육청,충청남도태안교육지원청,36.759906,126.2885658
B000009595,백양중학교,중학교,공립,경기도 고양시 덕양구 화신로 236,경기도교육청,경기도고양교육지원청,37.63086839,126.8359445
B000004551,성사초등학교,초등학교,공립,경기도 고양시 덕양구 호국로834번길 89,경기도교육청,경기도고양교육지원청,37.65764046,126.8443046
B000010952,춘양중학교,중학교,공립,경상북도 봉화군 춘양면 서원촌길 8-14,경상북도교육청,경상북도봉화교육지원청,36.94790637,128.913923
B000012670,정발고등학교,고등학교,공립,경기도 고양시 일산동구 정발산로 185,경기도교육청,경기도고양교육지원청,37.66347392,126.7856112
B000011863,고양국제고등학교,고등학교,공립,경기도 고양시 일산동구 위시티4로 112,경기도교육청,경기도고양교육지원청,37.68424342,126.8085202
B000023138,세종과학예술영재학교,고등학교,공립,세종특별자치시  달빛1로 265,세종특별자치시교육청,세종특별자치시교육청,36.5226688,127.248868
B000003505,다전초등학교,초등학교,공립,울산광역시 중구 다운로 176,울산광역시교육청,울산광역시강북교육지원청,35.56797391,129.2680021
B000012416,달천고등학교,고등학교,공립,울산광역시 북구 달천철장길 23,울산광역시교육청,울산광역시강북교육지원청,35.63203254,129.3283732
B000011447,광주공업고등학교,고등학교,공립,광주광역시 북구 설죽로315번길 14,광주광역시교육청,광주광역시동부교육지원청,35.18965953,126.8966608
B000004490,금계초등학교,초등학교,공립,경기도 고양시 일산동구 강촌로 90,경기도교육청,경기도고양교육지원청,37.64983612,126.784134
B000007410,소천초등학교,초등학교,공립,경상북도 봉화군 소천면 소천로 1284,경상북도교육청,경상북도봉화교육지원청,36.93786987,129.0023122
B000008464,덕원중학교,중학교,사립,부산광역시 중구 망양로 356,부산광역시교육청,부산광역시서부교육지원청,35.10840872,129.0318208
B000003494,학성초등학교,초등학교,공립,울산광역시 중구 해오름1길 15,울산광역시교육청,울산광역시강북교육지원청,35.56007429,129.3425115
B000009398,소래중학교,중학교,공립,경기도 시흥시 은행로 60,경기도교육청,경기도시흥교육지원청,37.43700397,126.7965533
B000008670,능인중학교,중학교,사립,대구광역시 수성구 무학로 207,대구광역시교육청,대구광역시동부교육지원청,35.83186327,128.6325471
B000013292,진해여자고등학교,고등학교,공립,경상남도 창원시 진해구 여좌남로 23,경상남도교육청,경상남도창원교육지원청,35.15598385,128.6575727
B000002913,대구용산초등학교,초등학교,공립,대구광역시 달서구 와룡로49길 80,대구광역시교육청,대구광역시남부교육지원청,35.85512462,128.532168
B000002910,대구죽전초등학교,초등학교,공립,대구광역시 달서구 죽전길 127,대구광역시교육청,대구광역시남부교육지원청,35.85745918,128.5398723
B000009913,원평중학교,중학교,공립,충청북도 청주시 서원구 1순환로1137번길 36,충청북도교육청,충청북도청주교육지원청,36.60779614,127.4936414
B000023906,반곡중학교,중학교,공립,세종특별자치시  시청대로 480,세종특별자치시교육청,세종특별자치시교육청,36.50036772,127.3117506
B000003512,화진초등학교,초등학교,공립,울산광역시 동구 방어진순환도로 543,울산광역시교육청,울산광역시강북교육지원청,35.49127912,129.4253578
B000012196,경명여자고등학교,고등학교,사립,대구광역시 북구 칠성로17길 18,대구광역시교육청,대구광역시서부교육지원청,35.88028385,128.5988073
B000004673,한빛초등학교,초등학교,공립,경기도 파주시 미래로408번길 77,경기도교육청,경기도파주교육지원청,37.71465004,126.7509672
B000002802,대구파동초등학교,초등학교,공립,대구광역시 수성구 파동로51길 34,대구광역시교육청,대구광역시동부교육지원청,35.8245666,128.6079603
B000007426,온정초등학교,초등학교,공립,경상북도 울진군 온정면 온정학교길 49,경상북도교육청,경상북도울진교육지원청,36.72539623,129.3457644
B000008499,경남여자중학교,중학교,공립,부산광역시 동구 초량중로 142,부산광역시교육청,부산광역시남부교육지원청,35.1234751,129.0422498
B000002153,서울잠전초등학교,초등학교,공립,서울특별시 송파구 올림픽로12길 51,서울특별시교육청,서울특별시강동송파교육지원청,37.50678211,127.0842067
B000007218,신기초등학교,초등학교,공립,경상북도 문경시 신기4길 15,경상북도교육청,경상북도문경교육지원청,36.63998287,128.1674689
B000013089,순천효천고등학교,고등학교,사립,전라남도 순천시 녹색로 1360,전라남도교육청,전라남도순천교육지원청,34.90404336,127.4848566
B000003435,대전금동초등학교,초등학교,공립,대전광역시 서구 관저로 45,대전광역시교육청,대전광역시서부교육지원청,36.29809672,127.3255769
B000012859,운호고등학교,고등학교,사립,충청북도 청주시 서원구 무심서로 375,충청북도교육청,충청북도청주교육지원청,36.62496458,127.485278
B000003588,천상초등학교,초등학교,공립,울산광역시 울주군 범서읍 천상7길 28,울산광역시교육청,울산광역시강남교육지원청,35.56112743,129.2211333
B000008953,광주송원중학교,중학교,사립,광주광역시 남구 송암로 73,광주광역시교육청,광주광역시서부교육지원청,35.11274599,126.8692648
B000011829,인천국제고등학교,고등학교,공립,인천광역시 중구 영종대로277번길 74-40,인천광역시교육청,인천광역시남부교육지원청,37.49059416,126.5092234
B000003601,청량초등학교,초등학교,공립,울산광역시 울주군 청량읍 덕정5길 14,울산광역시교육청,울산광역시강남교육지원청,35.48638605,129.2977531
B000012404,울산강남고등학교,고등학교,공립,울산광역시 남구 팔등로 115,울산광역시교육청,울산광역시강남교육지원청,35.54881928,129.3186149
B000012408,우신고등학교,고등학교,사립,울산광역시 남구 대학로1번길 29,울산광역시교육청,울산광역시강남교육지원청,35.53868871,129.2504369
B000003508,우정초등학교,초등학교,공립,울산광역시 중구 평동길 40,울산광역시교육청,울산광역시강북교육지원청,35.56009268,129.3071556
B000012191,성광고등학교,고등학교,사립,대구광역시 북구 검단로 150,대구광역시교육청,대구광역시서부교육지원청,35.90838694,128.6239184
B000007729,산동초등학교,초등학교,공립,경상남도 밀양시 단장면 표충로 889-6,경상남도교육청,경상남도밀양교육지원청,35.52563191,128.9118409
B000024047,대구비슬초등학교,초등학교,공립,대구광역시 달성군 유가읍 테크노북로 144,대구광역시교육청,대구광역시달성교육지원청,35.69605801,128.4587333
B000003602,문수초등학교,초등학교,공립,울산광역시 울주군 청량읍 청송길 85-4,울산광역시교육청,울산광역시강남교육지원청,35.5191632,129.2405385
B000007528,삼계초등학교,초등학교,공립,경상남도 창원시 마산회원구 내서읍 삼계로 36,경상남도교육청,경상남도창원교육지원청,35.23228598,128.5007639
B000009085,일산중학교,중학교,공립,울산광역시 동구 진성15길 15,울산광역시교육청,울산광역시강북교육지원청,35.50603526,129.4229189
B000003524,일산초등학교,초등학교,공립,울산광역시 동구 진성12길 11,울산광역시교육청,울산광역시강북교육지원청,35.50521208,129.4259317
B000007715,송진초등학교,초등학교,공립,경상남도 밀양시 삼랑진읍 삼랑진로 206,경상남도교육청,경상남도밀양교육지원청,35.39502532,128.836764
B000004226,노진초등학교,초등학교,공립,경기도 화성시 장안면 화곡로 166,경기도교육청,경기도화성오산교육지원청,37.05139403,126.8089368
B000008369,역삼중학교,중학교,공립,서울특별시 강남구 도곡로43길 10,서울특별시교육청,서울특별시강남서초교육지원청,37.49564471,127.0488444
B000011398,경북공업고등학교,고등학교,사립,대구광역시 중구 남산로 20,대구광역시교육청,대구광역시동부교육지원청,35.85818735,128.5838336
B000004729,주원초등학교,초등학교,공립,경기도 양주시 고암길 242,경기도교육청,경기도동두천양주교육지원청,37.83528801,127.0726093
B000009863,김화중학교,중학교,공립,강원특별자치도 철원군 서면 와수1로 72,강원특별자치도교육청,강원특별자치도철원교육지원청,38.24294687,127.4349464
B000012203,능인고등학교,고등학교,사립,대구광역시 수성구 무학로 207,대구광역시교육청,대구광역시동부교육지원청,35.83164247,128.6324923
B000010963,온정중학교,중학교,공립,경상북도 울진군 온정면 온정학교길 61,경상북도교육청,경상북도울진교육지원청,36.72630596,129.3467609
B000010760,경안여자중학교,중학교,사립,경상북도 안동시 금곡윗4길 47,경상북도교육청,경상북도안동교육지원청,36.57245242,128.7233384
B000009804,근덕중학교,중학교,공립,강원특별자치도 삼척시 근덕면 삼척로 3700,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.38501788,129.2254999
B000023115,동패고등학교,고등학교,공립,경기도 파주시 교하로 350,경기도교육청,경기도파주교육지원청,37.71100653,126.7344265
B000004493,일산은행초등학교,초등학교,공립,경기도 고양시 일산동구 은행마을로 70,경기도교육청,경기도고양교육지원청,37.6692824,126.8065205
B000004758,남면초등학교양덕분교장,초등학교,공립,경기도 양주시 남면 은남로119번길 373,경기도교육청,경기도동두천양주교육지원청,37.90862973,126.9986702
B000009690,덕계중학교,중학교,공립,경기도 양주시 평화로1416번길 66-13,경기도교육청,경기도동두천양주교육지원청,37.81620717,127.05028
B000013245,영남삼육고등학교,고등학교,사립,경상북도 경산시 남산면 서원길 58-31,경상북도교육청,경상북도경산교육지원청,35.78847715,128.829169
B000011406,경북여자상업고등학교,고등학교,사립,대구광역시 남구 명덕로38길 36,대구광역시교육청,대구광역시남부교육지원청,35.8551658,128.5883692
B000009567,백신중학교,중학교,공립,경기도 고양시 일산동구 강촌로 89,경기도교육청,경기도고양교육지원청,37.65098161,126.783446
B000003575,격동초등학교,초등학교,공립,울산광역시 남구 문수로344번길 4,울산광역시교육청,울산광역시강남교육지원청,35.53399813,129.2901885
B000012732,광탄고등학교,고등학교,사립,경기도 파주시 광탄면 혜음로1128번길 16,경기도교육청,경기도파주교육지원청,37.78317499,126.8487861
B000004480,다솜초등학교,초등학교,공립,경기도 고양시 일산동구 숲속마을로 139,경기도교육청,경기도고양교육지원청,37.67250709,126.7966637
B000011535,일산국제컨벤션고등학교,고등학교,공립,경기도 고양시 일산서구 고봉로 133,경기도교육청,경기도고양교육지원청,37.67258802,126.7721437
B000009440,예당중학교,중학교,공립,경기도 화성시 노작로 226-35,경기도교육청,경기도화성오산교육지원청,37.20787069,127.0792785
B000026015,언양초등학교,초등학교,공립,울산광역시 울주군 언양읍 북문8길 49,울산광역시교육청,울산광역시강남교육지원청,35.57192458,129.1261927
B000004734,덕계초등학교,초등학교,공립,경기도 양주시 평화로1489번길 29,경기도교육청,경기도동두천양주교육지원청,37.82329411,127.0475541
B000009274,부림중학교,중학교,공립,경기도 안양시 동안구 달안로 95,경기도교육청,경기도안양과천교육지원청,37.39733143,126.9533458
B000027278,대중금속공업고등학교,고등학교,사립,대구광역시 북구 관음로 303-12,대구광역시교육청,대구광역시서부교육지원청,35.95563216,128.553791
B000006706,삼산초등학교,초등학교,공립,전라남도 해남군 삼산면 고산로 586,전라남도교육청,전라남도해남교육지원청,34.51550015,126.6079829
B000011748,평해정보고등학교,고등학교,공립,경상북도 울진군 평해읍 평해7길 61-3,경상북도교육청,경상북도울진교육지원청,36.72888669,129.4436099
B000012391,학성여자고등학교,고등학교,공립,울산광역시 중구 화합로 466,울산광역시교육청,울산광역시강북교육지원청,35.56634045,129.3349493
B000002825,대구관음초등학교,초등학교,공립,대구광역시 북구 관음동로17길 16,대구광역시교육청,대구광역시서부교육지원청,35.94011836,128.5465256
B000002917,대구이곡초등학교,초등학교,공립,대구광역시 달서구 선원남로 120,대구광역시교육청,대구광역시남부교육지원청,35.8566403,128.5135277
B000002918,대구성곡초등학교,초등학교,공립,대구광역시 달서구 선원남로 127,대구광역시교육청,대구광역시남부교육지원청,35.85785373,128.513417
B000007384,동명초등학교,초등학교,공립,경상북도 칠곡군 동명면 금암동석3길 5,경상북도교육청,경상북도칠곡교육지원청,35.98698665,128.5545397
B000004716,동두천송내초등학교,초등학교,공립,경기도 동두천시 중앙로 52,경기도교육청,경기도동두천양주교육지원청,37.88588068,127.052377
B000004539,대곡초등학교,초등학교,공립,경기도 고양시 덕양구 대주로 138-50,경기도교육청,경기도고양교육지원청,37.640835,126.8124477
B000009569,백마중학교,중학교,공립,경기도 고양시 일산동구 강촌로 189,경기도교육청,경기도고양교육지원청,37.65486963,126.7935595
B000026332,인천백석초등학교,초등학교,공립,인천광역시 서구 청마로 55,인천광역시교육청,인천광역시서부교육지원청,37.58956405,126.6718701
B000003101,인천인동초등학교,초등학교,공립,인천광역시 남동구 백범로248번길 38,인천광역시교육청,인천광역시동부교육지원청,37.46258155,126.7223649
B000026025,삼남초등학교,초등학교,공립,울산광역시 울주군 삼남읍 울산역2길 43,울산광역시교육청,울산광역시강남교육지원청,35.55564308,129.1267849
B000009693,삼숭중학교,중학교,공립,경기도 양주시 삼숭로38번길 136,경기도교육청,경기도동두천양주교육지원청,37.79796373,127.1082758
B000012501,충훈고등학교,고등학교,공립,경기도 안양시 만안구 석수로 238,경기도교육청,경기도안양과천교육지원청,37.41081461,126.8931377
B000009402,신천중학교,중학교,공립,경기도 시흥시 포도원로 88-1,경기도교육청,경기도시흥교육지원청,37.43397511,126.7823306
B000010767,일직중학교,중학교,사립,경상북도 안동시 일직면 하나들길 13,경상북도교육청,경상북도안동교육지원청,36.47137349,128.6642604
B000005377,강내초등학교,초등학교,공립,충청북도 청주시 흥덕구 강내면 태성탑연로 117,충청북도교육청,충청북도청주교육지원청,36.59702511,127.35689
B000004488,낙민초등학교,초등학교,공립,경기도 고양시 일산동구 강석로 134,경기도교육청,경기도고양교육지원청,37.65358923,126.7803097
